state_fips,license_type_code,license_type_name,license_category,permits_on_premise,permits_off_premise,permits_beer,permits_wine,permits_spirits,retail_channel,abv_limit,quota_limited,quota_notes,transferable,annual_fee_range,issuing_authority,statutory_reference,notes,research_status,research_source,last_verified_date
13,GA_WHSL,Wholesale License,wholesaler,False,False,True,True,True,any,,False,,False,,Georgia DOR,OCGA Title 3,Distribution of alcohol to retailers,draft,https://dor.georgia.gov/alcohol-tobacco/alcohol-license-types,2026-03-24
13,GA_SPECIAL,Special Events License,special_event,True,False,True,True,True,any,,False,,False,,Georgia DOR,OCGA Title 3,Temporary permission to sell at events,draft,https://dor.georgia.gov/alcohol-tobacco/alcohol-license-types,2026-03-24
15,HI_C01,Class 1 - Manufacturer,manufacturer,False,False,True,True,True,any,,False,,False,,County Liquor Commission,HRS 281-31,Distilleries breweries and wineries; 24-hour operation; sell to wholesalers,draft,https://www.honolulu.gov/liq/liquor-laws-rules.html,2026-03-24
15,HI_C03,Class 3 - Wholesale Dealer,wholesaler,False,False,True,True,True,any,,False,,False,,County Liquor Commission,HRS 281-31,Import and distribute to retailers and restaurants,draft,https://www.honolulu.gov/liq/liquor-laws-rules.html,2026-03-24
15,HI_C04,Class 4 - Retail Dealer,off_premise,False,True,True,True,True,general_retail,,False,,True,,County Liquor Commission,HRS 281-31,"Retail dealer license; used by grocery stores, convenience stores, and liquor stores for all beverages",draft,https://www.honolulu.gov/liq/liquor-laws-rules.html,2026-03-24
15,HI_C05,Class 5 - Dispenser,on_premise,True,False,True,True,True,bar_restaurant,,False,,True,,County Liquor Commission,HRS 281-31,On-premises consumption; bars and similar establishments; until 2 AM,draft,https://www.honolulu.gov/liq/liquor-laws-rules.html,2026-03-24
15,HI_C02,Class 2 - Restaurant,on_premise,True,False,True,True,True,bar_restaurant,,False,,True,,County Liquor Commission,HRS 281-31,Restaurant; food service with alcohol,draft,https://www.honolulu.gov/liq/liquor-laws-rules.html,2026-03-24
15,HI_C06,Class 6 - Club,on_premise,True,False,True,True,True,club,,False,,False,,County Liquor Commission,HRS 281-31,Private clubs; members only,draft,https://www.honolulu.gov/liq/liquor-laws-rules.html,2026-03-24
15,HI_C10,Class 10 - Hotel,on_premise,True,False,True,True,True,hotel,,False,,True,,County Liquor Commission,HRS 281-31,Hotel establishments; on-premises consumption,draft,https://www.honolulu.gov/liq/liquor-laws-rules.html,2026-03-24
15,HI_C11,Class 11 - Cabaret,on_premise,True,False,True,True,True,bar_restaurant,,False,,True,,County Liquor Commission,HRS 281-31,Entertainment venue with alcohol service,draft,https://www.honolulu.gov/liq/liquor-laws-rules.html,2026-03-24
15,HI_C12,Class 12 - Caterer,on_premise,True,False,True,True,True,any,,False,,True,,County Liquor Commission,HRS 281-31,Catering services at off-site events,draft,https://www.honolulu.gov/liq/liquor-laws-rules.html,2026-03-24
15,HI_C14,Class 14 - Brewpub,craft_brewery,True,True,True,False,False,bar_restaurant,,False,,False,,County Liquor Commission,HRS 281-31,On-premises brewing and retail; food service,draft,https://www.honolulu.gov/liq/liquor-laws-rules.html,2026-03-24
15,HI_C18,Class 18 - Small Craft Producer Pub,craft_brewery,True,True,True,True,True,bar_restaurant,,False,,False,,County Liquor Commission,HRS 281-31,Small craft production with on-site pub,draft,https://www.honolulu.gov/liq/liquor-laws-rules.html,2026-03-24
16,ID_FULL,Full Liquor License,on_premise,True,False,True,True,True,bar_restaurant,,True,Limited statewide; secondary market,True,,Idaho State Police ABC,Idaho Code Title 23,On-premises sale of beer wine and spirits by the drink,draft,https://liquor.idaho.gov/licensing/,2026-03-24
16,ID_BEER,Beer License - By the Drink,on_premise,True,True,True,False,False,bar_restaurant,,False,,True,,Idaho State Police ABC,Idaho Code Title 23,On-premises and off-premises beer sales,draft,https://liquor.idaho.gov/licensing/,2026-03-24
16,ID_WINE_DRINK,Wine License - By the Drink,on_premise,True,True,False,True,False,bar_restaurant,,False,,True,,Idaho State Police ABC,Idaho Code Title 23,On-premises and off-premises wine sales,draft,https://liquor.idaho.gov/licensing/,2026-03-24
16,ID_WINE_RET,Wine License - Retail (Off-Premises),off_premise,False,True,False,True,False,grocery,,False,,True,,Idaho State Police ABC,Idaho Code Title 23,Wine retail off-premises; not consumed on-premise,draft,https://liquor.idaho.gov/licensing/,2026-03-24
16,ID_BEER_RET,Beer License - Retail (Off-Premises),off_premise,False,True,True,False,False,grocery,,False,,True,,Idaho State Police ABC,Idaho Code Title 23,Beer retail off-premises; grocery and convenience stores,draft,https://liquor.idaho.gov/licensing/,2026-03-24
16,ID_MFG,Manufacturer License,manufacturer,False,False,True,True,True,any,,False,,False,,Idaho State Police ABC,Idaho Code Title 23,Brewery winery or distillery production,draft,https://liquor.idaho.gov/licensing/,2026-03-24
16,ID_DIST,Distributor License,distributor,False,False,True,True,True,any,,False,,False,,Idaho State Police ABC,Idaho Code Title 23,Wholesale distribution of alcoholic beverages,draft,https://liquor.idaho.gov/licensing/,2026-03-24
17,IL_RET_ON,Retailer License (On-Premises),on_premise,True,False,True,True,True,bar_restaurant,,False,,True,,Illinois Liquor Control Commission,235 ILCS 5/5-1,Bars restaurants; on-premises consumption of all beverages; local license also required,draft,https://www.illinois.gov/ilcc/Licensing/Pages/License-Information.aspx,2026-03-24
17,IL_RET_OFF,Retailer License (Off-Premises),off_premise,False,True,True,True,True,general_retail,,False,,True,,Illinois Liquor Control Commission,235 ILCS 5/5-1,Covers liquor stores and grocery/convenience stores; convenience store liquor area limited to 20% of floor space,draft,https://www.illinois.gov/ilcc/Licensing/Pages/License-Information.aspx,2026-03-24
17,IL_MFG_C1,Class 1 Manufacturer - Distiller,manufacturer,False,False,False,False,True,any,,False,,False,,Illinois Liquor Control Commission,235 ILCS 5/5-1,Distill ferment brew mix process blend or bottle spirits; sell to distributors,draft,https://www.illinois.gov/ilcc/Licensing/Pages/License-Information.aspx,2026-03-24
17,IL_MFG_C2,Class 2 Manufacturer - Rectifier,manufacturer,False,False,True,True,True,any,,False,,False,,Illinois Liquor Control Commission,235 ILCS 5/5-1,Process mix blend or bottle alcoholic beverages manufactured by another party,draft,https://www.illinois.gov/ilcc/Licensing/Pages/License-Information.aspx,2026-03-24
17,IL_MFG_C3,Class 3 Manufacturer - Brewer,craft_brewery,True,True,True,False,False,any,,False,,False,,Illinois Liquor Control Commission,235 ILCS 5/5-1,Beer manufacturing; sell to distributors; on-premises taproom sales permitted,draft,https://www.illinois.gov/ilcc/Licensing/Pages/License-Information.aspx,2026-03-24
17,IL_MFG_C4,Class 4 - First-Class Wine Manufacturer,farm_winery,True,True,False,True,False,any,,False,,False,,Illinois Liquor Control Commission,235 ILCS 5/5-1,Wine production up to 50000 gal/yr; sell to manufacturers or distributors,draft,https://www.illinois.gov/ilcc/Licensing/Pages/License-Information.aspx,2026-03-24
17,IL_MFG_C8,Class 8 - Limited Wine Manufacturer,farm_winery,True,True,False,True,False,any,,False,,False,,Illinois Liquor Control Commission,235 ILCS 5/5-1,IL-grown products only; up to 40000 gal/yr; sell to distributors or consumers,draft,https://www.illinois.gov/ilcc/Licensing/Pages/License-Information.aspx,2026-03-24
17,IL_DIST,Distributor License,distributor,False,False,True,True,True,any,,False,,False,,Illinois Liquor Control Commission,235 ILCS 5/5-1,Wholesale distribution; tiered by volume,draft,https://www.illinois.gov/ilcc/Licensing/Pages/License-Information.aspx,2026-03-24
18,IN_210,Beer Wine and Liquor Retailer (Type 210),on_premise,True,False,True,True,True,bar_restaurant,,True,Quota-based,True,,Indiana ATC,IC 7.1,Full-service bars and restaurants; all beverages on-premises,draft,https://www.in.gov/atc/licensing/,2026-03-24
18,IN_217,Beer and Wine Retailer (Type 217),on_premise,True,False,True,True,False,bar_restaurant,,False,,True,,Indiana ATC,IC 7.1,Restaurants; beer and wine only on-premises,draft,https://www.in.gov/atc/licensing/,2026-03-24
18,IN_PKG,Package Liquor Store Dealer Permit,off_premise,False,True,True,True,True,liquor_store,,True,Quota-based,True,,Indiana ATC,IC 7.1,Off-premises sale of all beverages; sealed containers,draft,https://www.in.gov/atc/licensing/,2026-03-24
18,IN_BEER_DEAL,Beer Dealer Grocery Permit,off_premise,False,True,True,False,False,grocery,,False,,True,,Indiana ATC,IC 7.1,Beer off-premises; grocery stores,draft,https://www.in.gov/atc/licensing/,2026-03-24
18,IN_FW,Farm Winery Permit,farm_winery,True,True,False,True,False,any,,False,,False,,Indiana ATC,IC 7.1,Wine production from own-farm grapes; on-site and off-site sales,draft,https://www.in.gov/atc/licensing/,2026-03-24
18,IN_BREW,Brewer Permit,manufacturer,True,True,True,False,False,any,,False,,False,,Indiana ATC,IC 7.1,Beer manufacturing; limited on-site retail,draft,https://www.in.gov/atc/licensing/,2026-03-24
18,IN_DISTILL,Artisan Distiller Permit,manufacturer,True,True,False,False,True,any,,False,,False,,Indiana ATC,IC 7.1,Small-scale distillery; on-site tastings and retail,draft,https://www.in.gov/atc/licensing/,2026-03-24
18,IN_WHSL,Wholesaler Permit,wholesaler,False,False,True,True,True,any,,False,,False,,Indiana ATC,IC 7.1,Wholesale distribution to retailers,draft,https://www.in.gov/atc/licensing/,2026-03-24
19,IA_A,Class A Liquor License,on_premise,True,False,True,True,True,bar_restaurant,,False,,True,,Iowa ABD/Dept of Revenue,Iowa Code Ch. 123,Commercial establishment; all beverages on-premises,draft,https://abd.iowa.gov/licensing/license-types,2026-03-24
19,IA_B,Class B Liquor License,on_premise,True,False,True,True,False,bar_restaurant,,False,,True,,Iowa ABD/Dept of Revenue,Iowa Code Ch. 123,Commercial establishment; beer and wine on-premises,draft,https://abd.iowa.gov/licensing/license-types,2026-03-24
19,IA_C,Class C Liquor License,off_premise,False,True,True,True,False,convenience,,False,,True,,Iowa ABD/Dept of Revenue,Iowa Code Ch. 123,Carry-out sales of beer and wine only,draft,https://abd.iowa.gov/licensing/license-types,2026-03-24
19,IA_E,Class E Liquor License,off_premise,False,True,True,True,True,grocery,,False,,True,,Iowa ABD/Dept of Revenue,Iowa Code Ch. 123,"Unified retail license since 2023; covers grocery stores, convenience stores, and liquor stores for all beverages",draft,https://abd.iowa.gov/licensing/license-types,2026-03-24
19,IA_NBREW,Native Brewery License,craft_brewery,True,True,True,False,False,any,,False,,False,,Iowa ABD/Dept of Revenue,Iowa Code Ch. 123.43,Brew beer; wholesale to IA retailers; limited on-site off-premises sales,draft,https://abd.iowa.gov/licensing/license-types,2026-03-24
19,IA_NWINE,Native Winery License,farm_winery,True,True,False,True,False,any,,False,,False,,Iowa ABD/Dept of Revenue,Iowa Code Ch. 123.43,75% IA-grown fruit required for native designation; retail at winery,draft,https://abd.iowa.gov/licensing/license-types,2026-03-24
19,IA_NDIST,Native Distillery License,manufacturer,True,True,False,False,True,any,,False,,False,,Iowa ABD/Dept of Revenue,Iowa Code Ch. 123.43,Native spirits production; sell to ABD; limited on-site retail,draft,https://abd.iowa.gov/licensing/license-types,2026-03-24
19,IA_WHSL,Wholesale License,wholesaler,False,False,True,True,True,any,,False,,False,,Iowa ABD/Dept of Revenue,Iowa Code Ch. 123,Distribution of beverages to licensed retailers,draft,https://abd.iowa.gov/licensing/license-types,2026-03-24
20,KS_DE,Drinking Establishment License,on_premise,True,True,True,True,True,bar_restaurant,,False,,True,,Kansas ABC/Dept of Revenue,KSA 41-2601 et seq.,On-premises sale and service of all beverages; limited off-premises,draft,https://www.ksrevenue.gov/abclicenses.html,2026-03-24
20,KS_CATERER,Caterer License,on_premise,True,False,True,True,True,any,,False,,True,,Kansas ABC/Dept of Revenue,KSA 41-2601 et seq.,Off-site event service of all beverages,draft,https://www.ksrevenue.gov/abclicenses.html,2026-03-24
20,KS_CLUBA,Class A Club License,on_premise,True,False,True,True,True,club,,False,,False,,Kansas ABC/Dept of Revenue,KSA 41-2601 et seq.,Fraternal/veterans organizations; all beverages on-premises,draft,https://www.ksrevenue.gov/abclicenses.html,2026-03-24
20,KS_CLUBB,Class B Club License,on_premise,True,False,True,True,True,club,,False,,False,,Kansas ABC/Dept of Revenue,KSA 41-2601 et seq.,Social/recreational clubs; all beverages on-premises,draft,https://www.ksrevenue.gov/abclicenses.html,2026-03-24
20,KS_RLS,Retail Liquor Store License,off_premise,False,True,True,True,True,liquor_store,,False,,True,,Kansas ABC/Dept of Revenue,KSA 41-301 et seq.,Off-premises sale of all liquor and CMB,draft,https://www.ksrevenue.gov/abclicenses.html,2026-03-24
20,KS_CMB_ON,CMB Retailer License (On-Premises),on_premise,True,False,True,False,False,bar_restaurant,6.0,False,,True,,Kansas ABC/Dept of Revenue,KSA 41-2702,Cereal malt beverage and beer up to 6% ABV; taverns restaurants,draft,https://www.ksrevenue.gov/abclicenses.html,2026-03-24
20,KS_CMB_OFF,CMB Retailer License (Off-Premises),off_premise,False,True,True,False,False,convenience,6.0,False,,True,,Kansas ABC/Dept of Revenue,KSA 41-2702,Cereal malt beverage and beer up to 6% ABV; grocery convenience,draft,https://www.ksrevenue.gov/abclicenses.html,2026-03-24
20,KS_MBREW,Microbrewery License,craft_brewery,True,True,True,False,False,any,,False,,False,,Kansas ABC/Dept of Revenue,KSA 41-308b,Small-scale brewing; on-site sales and distribution,draft,https://www.ksrevenue.gov/abclicenses.html,2026-03-24
20,KS_FW,Farm Winery License,farm_winery,True,True,False,True,False,any,,False,,False,,Kansas ABC/Dept of Revenue,KSA 41-308a,Wine production from agricultural products; on-site and retail sales,draft,https://www.ksrevenue.gov/abclicenses.html,2026-03-24
20,KS_MDIST,Microdistillery License,manufacturer,True,True,False,False,True,any,,False,,False,,Kansas ABC/Dept of Revenue,KSA 41-308d,Small-scale spirits production; on-site retail,draft,https://www.ksrevenue.gov/abclicenses.html,2026-03-24
20,KS_MFG,Manufacturer License,manufacturer,False,False,True,True,True,any,,False,,False,,Kansas ABC/Dept of Revenue,KSA 41-301 et seq.,Production of beer wine or spirits; not microbrewery/farm winery,draft,https://www.ksrevenue.gov/abclicenses.html,2026-03-24
20,KS_DIST,Distributor License,distributor,False,False,True,True,True,any,,False,,False,,Kansas ABC/Dept of Revenue,KSA 41-301 et seq.,Wholesale distribution to retailers,draft,https://www.ksrevenue.gov/abclicenses.html,2026-03-24
21,KY_QRD,Quota Retail Drink License,on_premise,True,False,True,True,True,bar_restaurant,,True,One per population threshold per county,True,,Kentucky ABC,KRS 243,On-premises sale of all beverages; quota-limited,draft,https://abc.ky.gov/licensing/Pages/default.aspx,2026-03-24
21,KY_QRP,Quota Retail Package License,off_premise,False,True,True,True,True,liquor_store,,True,One per 1000 county residents,True,,Kentucky ABC,KRS 243,Off-premises package sale; quota-limited,draft,https://abc.ky.gov/licensing/Pages/default.aspx,2026-03-24
21,KY_NQ2,NQ2 - Restaurant Drink License,on_premise,True,False,True,True,True,bar_restaurant,,False,,True,,Kentucky ABC,KRS 243.084,Hotels restaurants airports riverboats; 50% food revenue (some exceptions),draft,https://abc.ky.gov/licensing/Pages/default.aspx,2026-03-24
21,KY_NQ3,NQ3 - Private Club License,on_premise,True,False,True,True,True,club,,False,,False,,Kentucky ABC,KRS 243,Private club consumption; non-quota,draft,https://abc.ky.gov/licensing/Pages/default.aspx,2026-03-24
21,KY_NQMB,NQ Malt Beverage Package License,off_premise,False,True,True,False,False,convenience,,False,,True,,Kentucky ABC,KRS 243,Beer package sales; not quota-based; grocery and convenience,draft,https://abc.ky.gov/licensing/Pages/default.aspx,2026-03-24
21,KY_LIMREST,Limited Restaurant Drink License,on_premise,True,False,True,True,True,bar_restaurant,,False,,True,,Kentucky ABC,KRS 243,Smaller restaurants; limited volume,draft,https://abc.ky.gov/licensing/Pages/default.aspx,2026-03-24
21,KY_DISTILL,Distillery License,manufacturer,True,True,False,False,True,any,,False,,False,,Kentucky ABC,KRS 243,Spirits production; bourbon/whiskey; on-site retail and tours,draft,https://abc.ky.gov/licensing/Pages/default.aspx,2026-03-24
21,KY_MBREW,Microbrewery License,craft_brewery,True,True,True,False,False,any,,False,,False,,Kentucky ABC,KRS 243,Beer/cider under 7% ABV; on-site retail,draft,https://abc.ky.gov/licensing/Pages/default.aspx,2026-03-24
21,KY_WINERY,Winery License,farm_winery,True,True,False,True,False,any,,False,,False,,Kentucky ABC,KRS 243,Wine and cider above 7% production and sales,draft,https://abc.ky.gov/licensing/Pages/default.aspx,2026-03-24
21,KY_SFW,Small Farm Winery License,farm_winery,True,True,False,True,False,any,,False,,False,,Kentucky ABC,KRS 243,Small farm winery; on-site and off-site retail locations,draft,https://abc.ky.gov/licensing/Pages/default.aspx,2026-03-24
21,KY_WHSL,Wholesaler License,wholesaler,False,False,True,True,True,any,,False,,False,,Kentucky ABC,KRS 243,Distribution to retailers,draft,https://abc.ky.gov/licensing/Pages/default.aspx,2026-03-24
22,LA_AG,Class A-General Permit,on_premise,True,False,True,True,True,bar_restaurant,,False,,True,,Louisiana ATC,La. RS 26:71 et seq.,On-premises consumption of all beverages; bars and general establishments,draft,https://atc.la.gov/permits,2026-03-24
22,LA_AR,Class A-Restaurant Permit,on_premise,True,False,True,True,True,bar_restaurant,,False,,True,,Louisiana ATC,La. RS 26:71 et seq.,On-premises consumption; restaurant with food service requirement,draft,https://atc.la.gov/permits,2026-03-24
22,LA_B,Class B Permit (Package Store),off_premise,False,True,True,True,True,general_retail,,False,,True,,Louisiana ATC,La. RS 26:71 et seq.,"Off-premise package sales; used by grocery stores, convenience stores, and liquor stores",draft,https://atc.la.gov/permits,2026-03-24
22,LA_WHSL,Class C Permit (Wholesale),wholesaler,False,False,True,True,True,any,,False,,False,,Louisiana ATC,La. RS 26:71 et seq.,Wholesale distribution to retailers and dealers,draft,https://atc.la.gov/permits,2026-03-24
22,LA_MFG,Manufacturer Permit,manufacturer,True,True,True,True,True,any,,False,,False,,Louisiana ATC,La. RS 26:71 et seq.,Production and on-site retail of own products; not for resale to retailers,draft,https://atc.la.gov/permits,2026-03-24
22,LA_MBREW,Microbrewery Permit,craft_brewery,True,True,True,False,False,any,,False,,False,,Louisiana ATC,La. RS 26:71 et seq.,Up to 12500 bbl/yr; must also hold Class AG or AR permit,draft,https://atc.la.gov/permits,2026-03-24
22,LA_MWINE,Microwinery Permit,farm_winery,True,True,False,True,False,any,,False,,False,,Louisiana ATC,La. RS 26:71 et seq.,Up to 12000 gal/yr; retail at vinification location only; must hold Class A,draft,https://atc.la.gov/permits,2026-03-24
22,LA_MDIST,Micro-Distillery Permit (Class D),manufacturer,True,True,False,False,True,any,,False,,False,,Louisiana ATC,La. RS 26:71 et seq.,Up to 12000 gal/yr of distilled spirits,draft,https://atc.la.gov/permits,2026-03-24
22,LA_MALT_WHSL,Wholesale Dealer of Malt Beverages,wholesaler,False,False,True,False,False,any,,False,,False,,Louisiana ATC,La. RS 26:71 et seq.,Warehouse-based beer distribution within parish/geographic area,draft,https://atc.la.gov/permits,2026-03-24
23,ME_ONPR,On-Premises Liquor License (Class A Restaurant/Lounge),on_premise,True,False,True,True,True,bar_restaurant,,,True,,Maine BABLO,Title 28-A §1011,Covers restaurants and lounges; requires food service; municipal approval required,researched,draft,https://www.maine.gov/dafs/bablo/liquor/licensing,
23,ME_HOTEL,Hotel Liquor License (Class I),on_premise,True,False,True,True,True,hotel,,,True,,Maine BABLO,Title 28-A §1061,Hotels with dining; may add minibar license ($100+$5/room up to $900),researched,draft,https://www.maine.gov/dafs/bablo/liquor/licensing,
23,ME_CLUB,Club License,on_premise,True,False,True,True,True,club,,,False,,Maine BABLO,Title 28-A §1012,Nonprofit clubs and veterans organizations,researched,draft,https://www.maine.gov/dafs/bablo/liquor/licensing,
23,ME_AGCY,Agency Liquor Store,off_premise,False,True,True,True,True,liquor_store,,,False,,Maine BABLO,Title 28-A §1201,State-contracted agency stores sell spirits; ME is a control state for spirits,researched,draft,https://www.maine.gov/dafs/bablo/liquor/licensing,
23,ME_OFFBW,Off-Premises Beer & Wine Retail,off_premise,False,True,True,True,False,grocery,,False,,True,,Maine BABLO,Title 28-A §1012,Grocery/convenience stores may sell beer and wine for off-premises consumption,draft,https://www.maine.gov/dafs/bablo/liquor/licensing,2026-03-24
23,ME_SMLD,Small Distillery License,manufacturer,True,True,True,True,True,any,,False,,True,,Maine BABLO,Title 28-A §1355-A,Up to 50000 gallons/year; may operate tasting room; $100 license fee,draft,https://www.maine.gov/dafs/bablo/liquor/licensing,2026-03-24
23,ME_DIST,Distillery License,manufacturer,False,False,False,False,True,any,,False,,True,,Maine BABLO,Title 28-A §1355,Over 50000 gallons/year; sells through state distribution,draft,https://www.maine.gov/dafs/bablo/liquor/licensing,2026-03-24
23,ME_BREW,Brewery License,manufacturer,True,True,True,False,False,any,,False,,True,,Maine BABLO,Title 28-A §1350,May operate tasting room and sell at retail,draft,https://www.maine.gov/dafs/bablo/liquor/licensing,2026-03-24
23,ME_FARM,Farm Winery License,farm_winery,True,True,False,True,False,any,,False,,True,,Maine BABLO,Title 28-A §1351,Must use percentage of Maine-grown fruit; tasting room and retail sales allowed,draft,https://www.maine.gov/dafs/bablo/liquor/licensing,2026-03-24
23,ME_WHOL,Wholesale License,wholesaler,False,False,True,True,False,any,,False,,True,,Maine BABLO,Title 28-A §1401,Beer and wine wholesale distribution; spirits distributed by state,draft,https://www.maine.gov/dafs/bablo/liquor/licensing,2026-03-24
24,MD_MNFD,Distillery License,manufacturer,True,True,False,False,True,any,,False,,True,,Maryland ATCC,Ann. Code Art. 2B,State-issued; may operate tasting room; production and wholesale of spirits,draft,https://www.marylandtaxes.gov/alcohol/license-types.php,2026-03-24
24,MD_MNFW,Winery License,manufacturer,True,True,False,True,False,any,,False,,True,,Maryland ATCC,Ann. Code Art. 2B,State-issued; production and wholesale of wine,draft,https://www.marylandtaxes.gov/alcohol/license-types.php,2026-03-24
24,MD_MNFB,Brewery License,manufacturer,True,True,True,False,False,any,,False,,True,,Maryland ATCC,Ann. Code Art. 2B,Full-scale brewery; state-issued,draft,https://www.marylandtaxes.gov/alcohol/license-types.php,2026-03-24
24,MD_FBRW,Farm Brewery License,farm_winery,True,True,True,False,False,any,,False,,True,,Maryland ATCC,Ann. Code Art. 2B,Must use Maryland-grown ingredients; tasting room and retail sales,draft,https://www.marylandtaxes.gov/alcohol/license-types.php,2026-03-24
24,MD_MICB,Micro-Brewery License,craft_brewery,True,True,True,False,False,any,,False,,True,,Maryland ATCC,Ann. Code Art. 2B,Limited production brewery with taproom privileges,draft,https://www.marylandtaxes.gov/alcohol/license-types.php,2026-03-24
24,MD_PUBB,Pub-Brewery License,craft_brewery,True,False,True,False,False,bar_restaurant,,False,,True,,Maryland ATCC,Ann. Code Art. 2B,Brew and serve on-premises in restaurant setting,draft,https://www.marylandtaxes.gov/alcohol/license-types.php,2026-03-24
24,MD_WHL1,Wholesaler Class 1 (Beer Wine Liquor),wholesaler,False,False,True,True,True,any,,False,,True,,Maryland ATCC,Ann. Code Art. 2B,Full wholesaler for all beverage types,draft,https://www.marylandtaxes.gov/alcohol/license-types.php,2026-03-24
24,MD_WHL4,Wholesaler Class 4 (Beer Only),wholesaler,False,False,True,False,False,any,,False,,True,,Maryland ATCC,Ann. Code Art. 2B,Beer-only wholesale distribution,draft,https://www.marylandtaxes.gov/alcohol/license-types.php,2026-03-24
24,MD_WHL5,Wholesaler Class 5 (Wine Only),wholesaler,False,False,False,True,False,any,,False,,True,,Maryland ATCC,Ann. Code Art. 2B,Wine-only wholesale distribution,draft,https://www.marylandtaxes.gov/alcohol/license-types.php,2026-03-24
24,MD_RETA,Retail Class A (Off-Premises All),off_premise,False,True,True,True,True,liquor_store,,,,,,Ann. Code Art. 2B,Locally issued by county licensing board; off-premises sales of all alcoholic beverages,researched,draft,https://www.marylandtaxes.gov/alcohol/license-types.php,
24,MD_RETB,Retail Class B (On-Premises All),on_premise,True,False,True,True,True,bar_restaurant,,,,,,Ann. Code Art. 2B,Locally issued; on-premises consumption at restaurants/bars,researched,draft,https://www.marylandtaxes.gov/alcohol/license-types.php,
24,MD_RETD,Retail Class D (Hotel),on_premise,True,False,True,True,True,hotel,,,,,,Ann. Code Art. 2B,Locally issued; hotel on-premises consumption,researched,draft,https://www.marylandtaxes.gov/alcohol/license-types.php,
24,MD_RETH,Retail Class H (Club),on_premise,True,False,True,True,True,club,,,,,,Ann. Code Art. 2B,Locally issued; private club consumption,researched,draft,https://www.marylandtaxes.gov/alcohol/license-types.php,
25,MA_S12A,Section 12 All Alcoholic Restaurant,on_premise,True,False,True,True,True,bar_restaurant,,True,Municipal quota limits apply,True,,Local Licensing Authority/ABCC,MGL Ch. 138 §12,On-premises pouring license for all alcoholic beverages; quota limited per municipality,draft,https://www.mass.gov/info-details/types-of-alcoholic-beverages-licenses,2026-03-24
25,MA_S12W,Section 12 Wine & Malt Restaurant,on_premise,True,False,True,True,False,bar_restaurant,,True,Municipal quota limits apply,True,,Local Licensing Authority/ABCC,MGL Ch. 138 §12,On-premises wine and malt beverages only; no spirits,draft,https://www.mass.gov/info-details/types-of-alcoholic-beverages-licenses,2026-03-24
25,MA_S12H,Section 12 Hotel All Alcoholic,on_premise,True,False,True,True,True,hotel,,True,Municipal quota limits apply,True,,Local Licensing Authority/ABCC,MGL Ch. 138 §12,Hotel pouring license for all alcoholic beverages,draft,https://www.mass.gov/info-details/types-of-alcoholic-beverages-licenses,2026-03-24
25,MA_S12C,Section 12 Club All Alcoholic,on_premise,True,False,True,True,True,club,,True,,False,,Local Licensing Authority/ABCC,MGL Ch. 138 §12,Private club on-premises license,draft,https://www.mass.gov/info-details/types-of-alcoholic-beverages-licenses,2026-03-24
25,MA_S12T,Section 12 Tavern,on_premise,True,False,True,True,True,bar_restaurant,,True,Municipal quota limits apply,True,,Local Licensing Authority/ABCC,MGL Ch. 138 §12,Tavern pouring license; no food requirement unlike restaurant,draft,https://www.mass.gov/info-details/types-of-alcoholic-beverages-licenses,2026-03-24
25,MA_S15A,Section 15 Package Store All Alcoholic,off_premise,False,True,True,True,True,liquor_store,,True,Municipal quota limits apply,True,,Local Licensing Authority/ABCC,MGL Ch. 138 §15,Off-premises package store; all beverages; one entity limited to 9 licenses statewide,draft,https://www.mass.gov/info-details/types-of-alcoholic-beverages-licenses,2026-03-24
25,MA_S15W,Section 15 Package Store Wine & Malt,off_premise,False,True,True,True,False,grocery,,True,,True,,Local Licensing Authority/ABCC,MGL Ch. 138 §15,Off-premises wine and malt only; supermarkets and convenience stores,draft,https://www.mass.gov/info-details/types-of-alcoholic-beverages-licenses,2026-03-24
25,MA_MNFB,Brewery License (Manufacturer),manufacturer,True,True,True,False,False,any,,False,,True,,Massachusetts ABCC,MGL Ch. 138 §19C,May operate taproom and sell at retail and wholesale,draft,https://www.mass.gov/info-details/types-of-alcoholic-beverages-licenses,2026-03-24
25,MA_FWNE,Farmer-Winery License,farm_winery,True,True,False,True,False,any,,False,,True,,Massachusetts ABCC,MGL Ch. 138 §19B,Must use MA-grown fruit; retail and wholesale sales; up to 3 retail pouring locations,draft,https://www.mass.gov/info-details/types-of-alcoholic-beverages-licenses,2026-03-24
25,MA_DIST,Distillery License (Manufacturer),manufacturer,True,True,False,False,True,any,,False,,True,,Massachusetts ABCC,MGL Ch. 138 §19E,May operate tasting room; wholesale to licensed retailers,draft,https://www.mass.gov/info-details/types-of-alcoholic-beverages-licenses,2026-03-24
25,MA_WHOL,Wholesaler/Importer License,wholesaler,False,False,True,True,True,any,,False,,True,,Massachusetts ABCC,MGL Ch. 138 §18,Wholesale distribution of alcoholic beverages,draft,https://www.mass.gov/info-details/types-of-alcoholic-beverages-licenses,2026-03-24
26,MI_CLSC,Class C License,on_premise,True,False,True,True,True,bar_restaurant,,True,Quota: 1 per 1500 population,True,,Michigan MLCC,MCL 436.1531,Most common on-premises license; beer wine and spirits; quota-limited and transferable,draft,https://www.michigan.gov/lcc/licensing/license-types,2026-03-24
