state_fips,state_abbr,municipality_name,county_name,total_active_licenses,has_consumption_license,has_distribution_license,has_limited_distribution,has_club_license,has_hotel_license,has_manufacturer,consumption_count,distribution_count,limited_distribution_count,club_count,hotel_count,manufacturer_count,grocery_can_sell_alcohol,population_2020,max_consumption_quota,consumption_slots_remaining,max_distribution_quota,distribution_slots_remaining,is_over_consumption_quota,is_over_distribution_quota,quota_notes
42,PA,Dover Borough,York,1,False,False,False,False,False,False,0,0,0,0,0,0,False,1954,152,152,,,False,,152 consumption slots available
42,PA,Dover Twp,York,9,True,True,False,False,False,True,5,1,0,0,0,1,True,,152,147,,,False,,147 consumption slots available
42,PA,Downingtown,Chester,19,True,True,False,True,True,True,9,1,0,1,2,5,True,7892,178,169,,,False,,169 consumption slots available
42,PA,Doylestown,Bucks,31,True,True,False,True,True,True,24,1,0,1,2,4,True,8300,215,191,,,False,,191 consumption slots available
42,PA,Doylestown Twp,Bucks,13,True,False,False,True,False,False,7,0,0,1,0,0,True,,215,208,,,False,,208 consumption slots available
42,PA,Dravosburg,Allegheny,3,True,False,False,True,False,False,1,0,0,2,0,0,True,1612,416,415,,,False,,415 consumption slots available
42,PA,Dreher Twp,Wayne,6,True,True,False,False,True,False,5,1,0,0,2,0,True,,17,12,,,False,,12 consumption slots available
42,PA,Driftwood,Cameron,1,True,False,False,False,False,False,1,0,0,0,0,0,True,38,1,0,,,False,,At capacity
42,PA,Drumore Twp,Lancaster,1,False,True,False,False,False,False,0,1,0,0,0,0,True,,184,184,,,False,,184 consumption slots available
42,PA,Dublin,Bucks,3,True,False,False,False,False,True,2,0,0,0,0,1,True,2177,215,213,,,False,,213 consumption slots available
42,PA,Dublin Twp,Huntingdon,2,False,True,False,False,False,False,0,1,0,0,0,0,True,,14,14,,,False,,14 consumption slots available
42,PA,Dubois,Clearfield,28,True,True,False,True,True,True,15,1,0,5,2,2,True,7510,26,11,,,False,,11 consumption slots available
42,PA,Duboistown,Lycoming,2,True,False,False,True,False,False,1,0,0,1,0,0,True,1200,38,37,,,False,,37 consumption slots available
42,PA,Dunbar Twp,Fayette,12,True,True,False,True,True,False,8,1,0,3,1,0,True,,42,34,,,False,,34 consumption slots available
42,PA,Duncan Twp,Tioga,1,True,False,False,False,False,False,1,0,0,0,0,0,True,,13,12,,,False,,12 consumption slots available
42,PA,Duncannon,Perry,3,True,False,False,False,True,True,2,0,0,0,1,1,True,1478,15,13,,,False,,13 consumption slots available
42,PA,Duncansville Boro,Blair,2,False,True,False,False,False,False,0,1,0,0,0,0,True,,40,40,,,False,,40 consumption slots available
42,PA,Dunkard Twp,Greene,4,True,False,False,True,False,True,1,0,0,2,0,1,True,,11,10,,,False,,10 consumption slots available
42,PA,Dunlevy,Washington,1,True,False,False,False,False,False,1,0,0,0,0,0,True,371,69,68,,,False,,68 consumption slots available
42,PA,Dunmore,Lackawanna,35,True,True,False,True,True,True,28,2,0,2,1,1,True,14042,71,43,,,False,,43 consumption slots available
42,PA,Dupont,Luzerne,8,True,False,False,True,False,False,6,0,0,2,0,0,True,2539,108,102,,,False,,102 consumption slots available
42,PA,Duquesne,Allegheny,5,True,False,False,True,False,False,2,0,0,3,0,0,True,5254,416,414,,,False,,414 consumption slots available
42,PA,Durham Twp,Bucks,3,True,False,False,False,False,True,1,0,0,0,0,2,True,,215,214,,,False,,214 consumption slots available
42,PA,Duryea,Luzerne,10,True,False,False,True,False,False,6,0,0,3,0,0,True,5036,108,102,,,False,,102 consumption slots available
42,PA,Dushore,Sullivan,5,True,True,False,True,False,False,3,1,0,1,0,0,True,451,1,-2,,,True,,Over consumption: 3/1 (grandfathered)
42,PA,Dyberry Twp,Wayne,1,True,False,False,False,False,False,1,0,0,0,0,0,True,,17,16,,,False,,16 consumption slots available
42,PA,Eagles Mere,Sullivan,1,True,False,False,False,True,False,1,0,0,0,1,0,True,148,1,0,,,False,,At capacity
42,PA,Earl Twp,Berks,3,True,False,False,False,False,False,3,0,0,0,0,0,True,,142,139,,,False,,139 consumption slots available
42,PA,East Allen Twp,Northampton,4,True,True,False,True,True,False,2,1,0,1,1,0,True,,104,102,,,False,,102 consumption slots available
42,PA,East Bangor,Northampton,2,True,False,False,True,False,False,1,0,0,1,0,0,True,1124,104,103,,,False,,103 consumption slots available
42,PA,East Berlin,Adams,5,True,True,False,True,True,False,2,1,0,1,1,0,True,1542,34,32,,,False,,32 consumption slots available
42,PA,East Bethlehem Twp,Washington,6,True,True,False,True,True,False,3,1,0,2,2,0,True,,69,66,,,False,,66 consumption slots available
42,PA,East Bradford Twp,Chester,5,True,False,False,False,False,True,1,0,0,0,0,2,True,,178,177,,,False,,177 consumption slots available
42,PA,East Brady,Clarion,2,True,False,False,False,True,False,2,0,0,0,1,0,True,818,12,10,,,False,,10 consumption slots available
42,PA,East Brandywine Twp,Chester,3,True,True,False,False,False,False,2,1,0,0,0,0,True,,178,176,,,False,,176 consumption slots available
42,PA,East Brunswick Twp,Schuylkill,1,True,False,False,False,True,False,1,0,0,0,1,0,True,,47,46,,,False,,46 consumption slots available
42,PA,East Buffalo Twp,Union,7,True,True,False,False,True,True,4,2,0,0,1,1,True,,14,10,,,False,,10 consumption slots available
42,PA,East Butler,Butler,2,False,False,False,True,False,True,0,0,0,1,0,1,False,764,64,64,,,False,,64 consumption slots available
42,PA,East Caln Twp,Chester,8,True,False,False,False,False,False,8,0,0,0,0,0,True,,178,170,,,False,,170 consumption slots available
42,PA,East Cameron Twp,Northumberland,1,False,False,False,True,False,False,0,0,0,1,0,0,False,,30,30,,,False,,30 consumption slots available
42,PA,East Carroll Twp,Cambria,3,True,False,False,False,False,False,3,0,0,0,0,0,True,,44,41,,,False,,41 consumption slots available
42,PA,East Cocalico Twp,Lancaster,13,True,False,False,True,True,True,9,0,0,2,2,1,True,,184,175,,,False,,175 consumption slots available
42,PA,East Conemaugh,Cambria,3,False,False,False,True,False,False,0,0,0,3,0,0,False,1082,44,44,,,False,,44 consumption slots available
42,PA,East Coventry Twp,Chester,1,False,False,False,False,False,True,0,0,0,0,0,1,False,,178,178,,,False,,178 consumption slots available
42,PA,East Deer Twp,Allegheny,9,True,False,False,True,False,True,2,0,0,1,0,3,True,,416,414,,,False,,414 consumption slots available
42,PA,East Donegal Twp,Lancaster,6,True,False,False,False,True,False,4,0,0,0,1,0,True,,184,180,,,False,,180 consumption slots available
42,PA,East Drumore Twp,Lancaster,1,False,False,False,False,False,True,0,0,0,0,0,1,False,,184,184,,,False,,184 consumption slots available
42,PA,East Fairfield Twp,Crawford,3,False,True,False,True,False,False,0,1,0,2,0,0,True,,27,27,,,False,,27 consumption slots available
42,PA,East Fallowfield Twp,Chester,1,False,False,False,False,False,True,0,0,0,0,0,1,False,,178,178,,,False,,178 consumption slots available
42,PA,East Franklin Twp,Armstrong,5,True,True,False,False,False,False,3,1,0,0,0,0,True,,21,18,,,False,,18 consumption slots available
42,PA,East Goshen Twp,Chester,4,True,False,False,False,False,False,1,0,0,0,0,0,True,,178,177,,,False,,177 consumption slots available
42,PA,East Greenville,Montgomery,5,True,False,False,True,True,True,1,0,0,2,1,2,True,3166,285,284,,,False,,284 consumption slots available
42,PA,East Hanover Twp,Dauphin,12,True,False,False,False,True,True,10,0,0,0,2,1,True,,95,85,,,False,,85 consumption slots available
42,PA,East Hempfield Twp,Lancaster,31,True,True,False,True,True,True,18,3,0,1,4,2,True,,184,166,,,False,,166 consumption slots available
42,PA,East Hopewell Twp,York,2,True,False,False,False,False,True,1,0,0,0,0,1,True,,152,151,,,False,,151 consumption slots available
42,PA,East Huntingdon Twp,Westmoreland,18,True,True,False,True,False,True,8,1,0,1,0,3,True,,118,110,,,False,,110 consumption slots available
42,PA,East Lackawannock Tp,Mercer,3,True,False,False,False,True,False,3,0,0,0,1,0,True,,36,33,,,False,,33 consumption slots available
42,PA,East Lampeter Twp,Lancaster,20,True,True,False,False,True,True,18,1,0,0,7,1,True,,184,166,,,False,,166 consumption slots available
42,PA,East Lansdowne,Delaware,3,True,False,False,False,False,False,3,0,0,0,0,0,True,2714,192,189,,,False,,189 consumption slots available
42,PA,East Manchester Twp,York,5,True,True,False,True,False,False,3,1,0,1,0,0,True,,152,149,,,False,,149 consumption slots available
42,PA,East Marlborough Twp,Chester,10,True,False,False,True,True,False,8,0,0,1,1,0,True,,178,170,,,False,,170 consumption slots available
42,PA,East Mckeesport,Allegheny,4,True,False,False,True,False,False,2,0,0,2,0,0,True,2076,416,414,,,False,,414 consumption slots available
42,PA,East Mead Twp,Crawford,3,True,False,False,True,False,True,1,0,0,1,0,1,True,,27,26,,,False,,26 consumption slots available
42,PA,East Nantmeal Twp,Chester,2,False,False,False,False,False,False,0,0,0,0,0,0,False,,178,178,,,False,,178 consumption slots available
42,PA,East Norriton Twp,Montgomery,16,True,True,False,False,True,False,13,2,0,0,1,0,True,,285,272,,,False,,272 consumption slots available
42,PA,East Norwegian Twp,Schuylkill,6,True,True,False,True,False,True,1,1,0,2,0,1,True,,47,46,,,False,,46 consumption slots available
42,PA,East Nottingham Twp,Chester,1,False,True,False,False,False,False,0,1,0,0,0,0,True,,178,178,,,False,,178 consumption slots available
42,PA,East Penn Twp,Carbon,4,True,True,False,True,False,False,2,1,0,1,0,0,True,,21,19,,,False,,19 consumption slots available
42,PA,East Pennsboro Twp,Cumberland,13,True,True,False,True,True,True,5,1,0,4,1,1,True,,86,81,,,False,,81 consumption slots available
42,PA,East Petersburg,Lancaster,3,True,False,False,False,False,True,1,0,0,0,0,2,True,4573,184,183,,,False,,183 consumption slots available
42,PA,East Pikeland Twp,Chester,6,True,False,False,False,False,True,2,0,0,0,0,3,True,,178,176,,,False,,176 consumption slots available
42,PA,East Pittsburgh,Allegheny,2,True,False,False,True,True,False,1,0,0,1,1,0,True,1927,416,415,,,False,,415 consumption slots available
42,PA,East Providence Twp,Bedford,4,True,False,False,True,True,False,3,0,0,1,1,0,True,,15,12,,,False,,12 consumption slots available
42,PA,East Rochester,Beaver,3,True,True,False,False,False,False,2,1,0,0,0,0,True,565,56,54,,,False,,54 consumption slots available
42,PA,East Rockhill Twp,Bucks,5,True,False,False,True,True,False,2,0,0,1,1,0,True,,215,213,,,False,,213 consumption slots available
42,PA,East Side,Carbon,1,True,False,False,False,False,False,1,0,0,0,0,0,True,247,21,20,,,False,,20 consumption slots available
42,PA,East St Clair Twp,Bedford,1,False,False,False,False,False,False,0,0,0,0,0,0,False,,15,15,,,False,,15 consumption slots available
42,PA,East Stroudsburg,Monroe,26,True,True,False,True,True,True,15,2,0,3,3,3,True,9669,56,41,,,False,,41 consumption slots available
42,PA,East Taylor Twp,Cambria,6,True,False,False,True,False,False,3,0,0,1,0,0,True,,44,41,,,False,,41 consumption slots available
42,PA,East Union Twp,Schuylkill,4,True,False,False,True,False,False,3,0,0,1,0,0,True,,47,44,,,False,,44 consumption slots available
42,PA,East Vandergrift,Westmoreland,3,False,False,False,True,False,False,0,0,0,3,0,0,False,602,118,118,,,False,,118 consumption slots available
42,PA,East Vincent Twp,Chester,6,True,False,False,False,False,False,5,0,0,0,0,0,True,,178,173,,,False,,173 consumption slots available
42,PA,East Wheatfield Twp,Indiana,4,True,False,False,False,False,False,3,0,0,0,0,0,True,,27,24,,,False,,24 consumption slots available
42,PA,East Whiteland Twp,Chester,25,True,True,False,True,True,True,15,1,0,1,5,2,True,,178,163,,,False,,163 consumption slots available
42,PA,Easton,Northampton,55,True,True,False,True,False,True,35,3,0,6,0,6,True,28127,104,69,,,False,,69 consumption slots available
42,PA,Easttown Twp,Chester,12,True,True,False,False,False,True,6,1,0,0,0,2,True,,178,172,,,False,,172 consumption slots available
42,PA,Eastvale,Beaver,1,True,False,False,False,False,False,1,0,0,0,0,0,True,184,56,55,,,False,,55 consumption slots available
42,PA,Eaton Twp,Wyoming,3,True,False,False,True,False,False,2,0,0,1,0,0,True,,8,6,,,False,,6 consumption slots available
42,PA,Eau Claire Boro,Butler,1,False,False,False,False,False,False,0,0,0,0,0,0,False,,64,64,,,False,,64 consumption slots available
42,PA,Ebensburg,Cambria,13,True,True,False,True,False,False,6,2,0,3,0,0,True,3404,44,38,,,False,,38 consumption slots available
42,PA,Economy,Beaver,5,False,True,False,True,False,True,0,1,0,1,0,1,True,9098,56,56,,,False,,56 consumption slots available
42,PA,Eddystone,Delaware,7,True,False,False,False,True,True,2,0,0,0,1,1,True,2459,192,190,,,False,,190 consumption slots available
42,PA,Edgewood,Allegheny,6,True,True,False,False,False,False,4,1,0,0,0,0,True,3145,416,412,,,False,,412 consumption slots available
42,PA,Edgeworth,Allegheny,2,False,False,False,True,False,False,0,0,0,1,0,0,False,1669,416,416,,,False,,416 consumption slots available
42,PA,Edgmont Twp,Delaware,9,True,True,False,False,False,False,7,1,0,0,0,0,True,,192,185,,,False,,185 consumption slots available
42,PA,Edinboro,Erie,12,True,True,False,False,False,False,9,1,0,0,0,0,True,4964,90,81,,,False,,81 consumption slots available
42,PA,Edwardsville,Luzerne,9,True,True,False,False,False,False,8,1,0,0,0,0,True,4929,108,100,,,False,,100 consumption slots available
42,PA,Elderton Boro,Armstrong,1,False,False,False,False,False,False,0,0,0,0,0,0,False,,21,21,,,False,,21 consumption slots available
42,PA,Eldred,Mckean,1,True,False,False,False,False,False,1,0,0,0,0,0,True,765,13,12,,,False,,12 consumption slots available
42,PA,Eldred Twp,Mckean,4,True,False,False,True,False,False,2,0,0,2,0,0,True,,13,11,,,False,,11 consumption slots available
42,PA,Elizabeth,Allegheny,8,True,True,False,True,False,True,2,1,0,1,0,2,True,1398,416,414,,,False,,414 consumption slots available
42,PA,Elizabeth Twp,Allegheny,17,True,False,False,True,False,False,12,0,0,5,0,0,True,,416,404,,,False,,404 consumption slots available
42,PA,Elizabethtown,Lancaster,15,True,False,False,False,False,True,6,0,0,0,0,2,True,11639,184,178,,,False,,178 consumption slots available
42,PA,Elizabethville,Dauphin,3,False,False,False,True,False,True,0,0,0,1,0,2,False,1357,95,95,,,False,,95 consumption slots available
42,PA,Elk Creek Twp,Erie,2,True,True,False,False,False,False,1,1,0,0,0,0,True,,90,89,,,False,,89 consumption slots available
42,PA,Elk Lick Twp,Somerset,1,False,False,False,False,False,True,0,0,0,0,0,1,False,,24,24,,,False,,24 consumption slots available
42,PA,Elk Twp,Chester,4,True,False,False,False,False,True,2,0,0,0,0,1,True,,178,176,,,False,,176 consumption slots available
42,PA,Elkland,Tioga,5,True,True,False,True,False,True,2,1,0,1,0,1,True,1827,13,11,,,False,,11 consumption slots available
42,PA,Ellport,Lawrence,2,True,False,False,False,False,False,2,0,0,0,0,0,True,1082,28,26,,,False,,26 consumption slots available
42,PA,Ellsworth Borough,Washington,3,True,True,False,False,True,False,2,1,0,0,1,0,True,945,69,67,,,False,,67 consumption slots available
42,PA,Ellwood City,Lawrence,20,True,True,False,True,False,True,10,2,0,4,0,2,True,7642,28,18,,,False,,18 consumption slots available
42,PA,Elmhurst Twp,Lackawanna,3,True,False,False,False,True,False,3,0,0,0,1,0,True,,71,68,,,False,,68 consumption slots available
42,PA,Elverson,Chester,1,False,False,False,False,False,False,0,0,0,0,0,0,False,1330,178,178,,,False,,178 consumption slots available
42,PA,Emlenton,Venango,2,True,True,False,False,False,False,1,1,0,0,0,0,True,614,16,15,,,False,,15 consumption slots available
42,PA,Emmaus,Lehigh,23,True,True,False,True,True,True,8,1,0,4,1,5,True,11652,124,116,,,False,,116 consumption slots available
42,PA,Emporium,Cameron,7,True,True,False,True,False,True,2,1,0,2,0,1,True,1923,1,-1,,,True,,Over consumption: 2/1 (grandfathered)
42,PA,Emsworth,Allegheny,3,True,False,False,False,False,False,3,0,0,0,0,0,True,2525,416,413,,,False,,413 consumption slots available
42,PA,Ephrata,Lancaster,18,True,True,False,True,False,True,5,2,0,4,0,5,True,13794,184,179,,,False,,179 consumption slots available
42,PA,Ephrata Twp,Lancaster,4,True,False,False,False,False,False,3,0,0,0,0,0,True,,184,181,,,False,,181 consumption slots available
42,PA,Erie,Erie,167,True,True,False,True,True,True,91,12,0,31,5,9,True,94831,90,-1,,,True,,Over consumption: 91/90 (grandfathered)
42,PA,Etna,Allegheny,13,True,True,False,True,False,False,8,1,0,2,0,0,True,3437,416,408,,,False,,408 consumption slots available
42,PA,Eulalia Twp,Potter,3,True,False,False,False,True,False,3,0,0,0,2,0,True,,5,2,,,False,,2 consumption slots available
42,PA,Evans City,Butler,2,True,False,False,True,False,False,1,0,0,1,0,0,True,1737,64,63,,,False,,63 consumption slots available
42,PA,Everett,Bedford,9,True,True,False,True,True,False,5,1,0,3,2,0,True,1765,15,10,,,False,,10 consumption slots available
42,PA,Everson,Fayette,3,False,False,False,True,False,False,0,0,0,2,0,0,False,771,42,42,,,False,,42 consumption slots available
42,PA,Exeter,Luzerne,16,True,True,False,True,False,False,11,2,0,3,0,0,True,5514,108,97,,,False,,97 consumption slots available
42,PA,Exeter Twp,Berks,27,True,True,False,True,True,False,18,3,0,4,1,0,True,,142,124,,,False,,124 consumption slots available
42,PA,Export,Westmoreland,8,True,False,False,True,False,True,3,0,0,3,0,1,True,894,118,115,,,False,,115 consumption slots available
42,PA,Factoryville,Wyoming,1,True,False,False,False,False,False,1,0,0,0,0,0,True,1165,8,7,,,False,,7 consumption slots available
42,PA,Fairchance,Fayette,6,True,True,False,True,False,False,3,1,0,2,0,0,True,1890,42,39,,,False,,39 consumption slots available
42,PA,Fairfield,Adams,5,True,False,False,False,False,False,2,0,0,0,0,0,True,526,34,32,,,False,,32 consumption slots available
42,PA,Fairfield Twp,Westmoreland,6,True,False,False,False,False,True,2,0,0,0,0,2,True,,118,116,,,False,,116 consumption slots available
42,PA,Fairhope Twp,Somerset,2,True,False,False,False,False,False,1,0,0,0,0,0,True,,24,23,,,False,,23 consumption slots available
42,PA,Fairmount Twp,Luzerne,3,True,False,False,False,True,True,2,0,0,0,1,1,True,,108,106,,,False,,106 consumption slots available
42,PA,Fairview Twp,Erie,35,True,True,False,True,True,True,20,5,0,4,1,3,True,,90,70,,,False,,70 consumption slots available
42,PA,Fallowfield Twp,Washington,3,True,False,False,True,False,False,1,0,0,2,0,0,True,,69,68,,,False,,68 consumption slots available
42,PA,Falls Creek,Jefferson,1,True,False,False,False,False,False,1,0,0,0,0,0,True,1036,14,13,,,False,,13 consumption slots available
42,PA,Falls Twp,Bucks,28,True,True,False,True,False,True,20,2,0,4,0,1,True,,215,195,,,False,,195 consumption slots available
42,PA,Fallston,Beaver,5,True,False,False,True,True,False,4,0,0,1,3,0,True,259,56,52,,,False,,52 consumption slots available
42,PA,Fannett Twp,Franklin,1,False,False,False,True,False,False,0,0,0,1,0,0,False,,51,51,,,False,,51 consumption slots available
42,PA,Farmington Twp,Warren,10,True,True,False,False,True,True,7,1,0,0,1,2,True,,12,5,,,False,,5 consumption slots available
42,PA,Farrell,Mercer,10,True,False,False,True,False,False,4,0,0,6,0,0,True,4258,36,32,,,False,,32 consumption slots available
42,PA,Fawn Grove,York,2,True,False,False,False,False,True,1,0,0,0,0,1,True,476,152,151,,,False,,151 consumption slots available
42,PA,Fawn Twp,Allegheny,4,True,False,False,True,False,True,2,0,0,1,0,1,True,,416,414,,,False,,414 consumption slots available
42,PA,Fayette City,Fayette,2,True,False,False,True,False,False,1,0,0,1,0,0,True,502,42,41,,,False,,41 consumption slots available
42,PA,Fayette Twp,Juniata,1,True,False,False,False,False,False,1,0,0,0,0,0,True,,7,6,,,False,,6 consumption slots available
42,PA,Fell Twp,Lackawanna,10,True,False,False,True,True,False,7,0,0,1,1,0,True,,71,64,,,False,,64 consumption slots available
42,PA,Ferguson Twp,Centre,24,True,True,False,True,True,True,12,1,0,2,4,2,True,,52,40,,,False,,40 consumption slots available
42,PA,Fermanagh Twp,Juniata,4,True,False,False,False,True,False,3,0,0,0,1,0,True,,7,4,,,False,,4 consumption slots available
42,PA,Findlay Twp,Allegheny,31,True,True,False,False,True,True,24,1,0,0,3,1,True,,416,392,,,False,,392 consumption slots available
42,PA,Findley Twp,Mercer,4,True,False,False,False,False,True,2,0,0,0,0,1,True,,36,34,,,False,,34 consumption slots available
42,PA,Finleyville Borough,Washington,4,True,False,False,True,False,False,2,0,0,2,0,0,True,376,69,67,,,False,,67 consumption slots available
42,PA,Fleetwood,Berks,7,True,False,False,True,False,False,3,0,0,3,0,0,True,4049,142,139,,,False,,139 consumption slots available
42,PA,Folcroft,Delaware,5,True,True,False,False,False,False,3,2,0,0,0,0,True,6792,192,189,,,False,,189 consumption slots available
42,PA,Ford City,Armstrong,13,True,True,False,True,False,False,5,1,0,4,0,0,True,2859,21,16,,,False,,16 consumption slots available
42,PA,Ford Cliff Boro,Armstrong,1,False,False,False,False,False,False,0,0,0,0,0,0,False,,21,21,,,False,,21 consumption slots available
42,PA,Forest City,Susquehanna,5,True,False,False,False,False,False,4,0,0,0,0,0,True,1780,12,8,,,False,,8 consumption slots available
42,PA,Forest Hills,Allegheny,5,True,False,False,False,False,False,2,0,0,0,0,0,True,6429,416,414,,,False,,414 consumption slots available
42,PA,Forest Lake Twp,Susquehanna,1,True,False,False,False,False,False,1,0,0,0,0,0,True,,12,11,,,False,,11 consumption slots available
42,PA,Forks Twp,Northampton,15,True,True,False,False,True,True,12,1,0,0,1,1,True,,104,92,,,False,,92 consumption slots available
42,PA,Forty Fort,Luzerne,2,True,True,False,False,False,False,1,1,0,0,0,0,True,4239,108,107,,,False,,107 consumption slots available
42,PA,Forward Twp,Butler,8,True,False,False,False,True,True,7,0,0,0,1,1,True,,64,57,,,False,,57 consumption slots available
42,PA,Foster Twp,Mckean,12,True,True,False,True,False,False,5,2,0,2,0,0,True,,13,8,,,False,,8 consumption slots available
42,PA,Fountain Hill,Lehigh,1,True,False,False,False,False,False,1,0,0,0,0,0,True,4832,124,123,,,False,,123 consumption slots available
42,PA,Fox Chapel,Allegheny,4,False,False,False,True,False,False,0,0,0,3,0,0,False,5343,416,416,,,False,,416 consumption slots available
42,PA,Fox Twp,Elk,14,True,True,False,True,True,True,5,2,0,2,1,2,True,,10,5,,,False,,5 consumption slots available
42,PA,Foxburg,Clarion,5,True,False,False,False,False,True,3,0,0,0,0,1,True,181,12,9,,,False,,9 consumption slots available
42,PA,Frackville,Schuylkill,12,True,True,False,True,False,True,8,1,0,1,0,1,True,3860,47,39,,,False,,39 consumption slots available
42,PA,Franconia Twp,Montgomery,4,True,False,False,True,False,False,2,0,0,1,0,0,True,,285,283,,,False,,283 consumption slots available
42,PA,Franklin,Venango,27,True,True,False,True,True,True,13,2,0,4,1,4,True,6077,16,3,,,False,,3 consumption slots available
42,PA,Franklin Park,Allegheny,10,True,True,False,False,False,False,6,1,0,0,0,0,True,15479,416,410,,,False,,410 consumption slots available
42,PA,Franklin Twp,Greene,54,True,True,False,True,True,True,26,6,0,3,6,11,True,,11,-15,,,True,,Over consumption: 26/11 (grandfathered)
42,PA,Frankstown Twp,Blair,2,False,False,False,False,False,False,0,0,0,0,0,0,False,,40,40,,,False,,40 consumption slots available
42,PA,Frazer Twp,Allegheny,8,True,False,False,True,True,False,7,0,0,1,1,0,True,,416,409,,,False,,409 consumption slots available
42,PA,Freeburg,Snyder,1,True,False,False,False,False,False,1,0,0,0,0,0,True,557,13,12,,,False,,12 consumption slots available
42,PA,Freedom,Beaver,4,False,False,False,True,False,False,0,0,0,3,0,0,False,1496,56,56,,,False,,56 consumption slots available
42,PA,Freedom Twp,Blair,8,True,True,False,False,True,False,3,2,0,0,1,0,True,,40,37,,,False,,37 consumption slots available
42,PA,Freehold Twp,Warren,1,True,False,False,False,False,False,1,0,0,0,0,0,True,,12,11,,,False,,11 consumption slots available
42,PA,Freeland,Luzerne,8,True,False,False,True,False,False,6,0,0,2,0,0,True,3833,108,102,,,False,,102 consumption slots available
42,PA,Freeport,Armstrong,8,True,True,False,True,False,True,4,1,0,2,0,1,True,1736,21,17,,,False,,17 consumption slots available
42,PA,Friendsville,Susquehanna,1,True,False,False,False,False,False,1,0,0,0,0,0,True,101,12,11,,,False,,11 consumption slots available
42,PA,Fulton Twp,Lancaster,1,False,False,False,False,False,True,0,0,0,0,0,1,False,,184,184,,,False,,184 consumption slots available
42,PA,Gaines Twp,Tioga,2,True,False,False,False,False,False,2,0,0,0,0,0,True,,13,11,,,False,,11 consumption slots available
42,PA,Galeton,Potter,5,True,True,False,True,False,False,3,1,0,1,0,0,True,990,5,2,,,False,,2 consumption slots available
42,PA,Gallagher Twp,Clinton,1,True,False,False,False,False,False,1,0,0,0,0,0,True,,12,11,,,False,,11 consumption slots available
42,PA,Gallitzin,Cambria,6,True,False,False,True,False,False,3,0,0,2,0,0,True,1536,44,41,,,False,,41 consumption slots available
42,PA,Gallitzin Twp,Cambria,5,False,False,False,True,False,True,0,0,0,2,0,1,False,,44,44,,,False,,44 consumption slots available
42,PA,Garrett,Somerset,2,True,False,False,True,False,False,1,0,0,1,0,0,True,415,24,23,,,False,,23 consumption slots available
42,PA,Gaskill Twp,Jefferson,2,True,False,False,False,False,True,1,0,0,0,0,1,True,,14,13,,,False,,13 consumption slots available
42,PA,Geistown,Cambria,7,True,True,False,True,True,False,4,1,0,2,1,0,True,2363,44,40,,,False,,40 consumption slots available
42,PA,Genesee Twp,Potter,2,True,False,False,False,False,False,2,0,0,0,0,0,True,,5,3,,,False,,3 consumption slots available
42,PA,Georges Twp,Fayette,4,True,False,False,True,False,False,2,0,0,1,0,0,True,,42,40,,,False,,40 consumption slots available
42,PA,German Twp,Fayette,11,True,True,False,True,False,False,4,1,0,3,0,0,True,,42,38,,,False,,38 consumption slots available
42,PA,Germany Twp,Adams,3,True,False,False,True,False,False,2,0,0,1,0,0,True,,34,32,,,False,,32 consumption slots available
42,PA,Gettysburg Borough,Adams,34,True,True,False,True,True,True,20,1,0,4,4,6,True,7106,34,14,,,False,,14 consumption slots available
42,PA,Gibson Twp,Cameron,2,False,False,False,True,False,False,0,0,0,1,0,0,False,,1,1,,,False,,1 consumption slots available
42,PA,Gilpin Twp,Armstrong,6,True,False,False,True,False,False,3,0,0,2,0,0,True,,21,18,,,False,,18 consumption slots available
42,PA,Girard,Erie,7,True,True,False,True,False,True,3,1,0,1,0,1,True,2993,90,87,,,False,,87 consumption slots available
42,PA,Girard Twp,Erie,7,True,False,False,False,True,True,6,0,0,0,1,1,True,,90,84,,,False,,84 consumption slots available
42,PA,Girardville,Schuylkill,4,True,False,False,True,False,False,2,0,0,1,0,0,True,1308,47,45,,,False,,45 consumption slots available
42,PA,Glade Twp,Warren,1,True,False,False,False,False,False,1,0,0,0,0,0,True,,12,11,,,False,,11 consumption slots available
42,PA,Glassport,Allegheny,11,True,True,False,True,False,False,6,1,0,4,0,0,True,4475,416,410,,,False,,410 consumption slots available
42,PA,Glen Campbell,Indiana,1,False,False,False,True,False,False,0,0,0,1,0,0,False,256,27,27,,,False,,27 consumption slots available
42,PA,Glen Osborne Borough,Allegheny,1,False,False,False,False,False,False,0,0,0,0,0,0,False,590,416,416,,,False,,416 consumption slots available
42,PA,Glen Rock,York,4,True,False,False,True,True,False,2,0,0,1,1,0,True,2121,152,150,,,False,,150 consumption slots available
42,PA,Glenburn Twp,Lackawanna,1,True,False,False,False,False,False,1,0,0,0,0,0,True,,71,70,,,False,,70 consumption slots available
42,PA,Glenfield,Allegheny,1,False,False,False,True,False,False,0,0,0,1,0,0,False,212,416,416,,,False,,416 consumption slots available
42,PA,Glenolden,Delaware,10,True,True,False,True,False,True,6,1,0,1,0,1,True,7223,192,186,,,False,,186 consumption slots available
42,PA,Goldsboro,York,1,False,False,False,True,False,False,0,0,0,1,0,0,False,932,152,152,,,False,,152 consumption slots available
42,PA,Gordon Borough,Schuylkill,1,True,False,False,False,False,False,1,0,0,0,0,0,True,761,47,46,,,False,,46 consumption slots available
